filename,label,components
composite_by_dominant/V/V_0486.png,V,Ca;S;Si;V
composite_by_dominant/H/H_0489.png,H,Ti;Cr;H;N
composite_by_dominant/C/C_0510.png,C,Mn;C;Cr
composite_by_dominant/Mn/Mn_0512.png,Mn,Mn;Mg;N;Na
composite_by_dominant/Mg/Mg_0517.png,Mg,Al;Cr;Mg
composite_by_dominant/He/He_0499.png,He,Fe;He;P;S
composite_by_dominant/He/He_0500.png,He,Sc;Na;He
composite_by_dominant/Ca/Ca_0489.png,Ca,Ca;Mn
composite_by_dominant/Ti/Ti_0500.png,Ti,Ti;Sc
composite_by_dominant/V/V_0487.png,V,Li;V;Fe;C
composite_by_dominant/Al/Al_0519.png,Al,H;Al;Mg;S
composite_by_dominant/Li/Li_0517.png,Li,Li;Ti;V;Na
composite_by_dominant/Li/Li_0518.png,Li,Li;Na;O
composite_by_dominant/P/P_0504.png,P,C;P;O
composite_by_dominant/Sc/Sc_0526.png,Sc,Al;C;Sc
composite_by_dominant/H/H_0490.png,H,Ca;S;H;N
composite_by_dominant/V/V_0488.png,V,Li;He;V
composite_by_dominant/Ca/Ca_0490.png,Ca,H;O;Ca;Sc
composite_by_dominant/Mg/Mg_0518.png,Mg,Ti;Al;H;Mg
composite_by_dominant/Si/Si_0517.png,Si,Mn;Fe;Si
composite_by_dominant/V/V_0489.png,V,V;Ti
composite_by_dominant/Li/Li_0519.png,Li,Li;V;Ti;Fe
composite_by_dominant/H/H_0491.png,H,Mn;P;Al;H
composite_by_dominant/N/N_0510.png,N,N;Sc
composite_by_dominant/Al/Al_0520.png,Al,Al;Li;S
composite_by_dominant/V/V_0490.png,V,V;P;Fe
composite_by_dominant/H/H_0492.png,H,H;O;Cr
composite_by_dominant/Li/Li_0520.png,Li,Al;Li
composite_by_dominant/Mg/Mg_0519.png,Mg,S;Mg
composite_by_dominant/H/H_0493.png,H,C;H
composite_by_dominant/Cr/Cr_0510.png,Cr,H;S;Cr;O
composite_by_dominant/P/P_0505.png,P,P;C
composite_by_dominant/Ti/Ti_0501.png,Ti,Ti;C
composite_by_dominant/Li/Li_0521.png,Li,H;Li
composite_by_dominant/Li/Li_0522.png,Li,Sc;Li;Ca;Al
composite_by_dominant/N/N_0511.png,N,Al;N;Cr;C
composite_by_dominant/Cr/Cr_0511.png,Cr,Al;Ti;H;Cr
composite_by_dominant/Ca/Ca_0491.png,Ca,Cr;Ca
composite_by_dominant/Ti/Ti_0502.png,Ti,Mn;Ti;Ca
composite_by_dominant/Sc/Sc_0527.png,Sc,Mn;Sc;He;Si
composite_by_dominant/V/V_0491.png,V,V;Cr
composite_by_dominant/Ca/Ca_0492.png,Ca,Sc;Ca
composite_by_dominant/Mn/Mn_0513.png,Mn,Na;Mn;Ca
composite_by_dominant/P/P_0506.png,P,He;Mg;P
composite_by_dominant/Si/Si_0518.png,Si,Si;Ti
composite_by_dominant/Mn/Mn_0514.png,Mn,Cr;Mn
composite_by_dominant/Fe/Fe_0498.png,Fe,Mn;Fe;Mg
composite_by_dominant/P/P_0507.png,P,S;P;Si
composite_by_dominant/S/S_0481.png,S,Si;S;Na
composite_by_dominant/H/H_0494.png,H,Mg;Ca;H
composite_by_dominant/Sc/Sc_0528.png,Sc,Al;O;Sc;S
composite_by_dominant/V/V_0492.png,V,Li;V
composite_by_dominant/P/P_0508.png,P,Na;Al;P;Fe
composite_by_dominant/Cr/Cr_0512.png,Cr,Mg;Mn;Al;Cr
composite_by_dominant/P/P_0509.png,P,Cr;P
composite_by_dominant/Mn/Mn_0515.png,Mn,Mn;Mg
composite_by_dominant/C/C_0511.png,C,He;C;P;Cr
composite_by_dominant/Fe/Fe_0499.png,Fe,Mn;N;Fe
composite_by_dominant/He/He_0501.png,He,P;O;He;H
composite_by_dominant/Ca/Ca_0493.png,Ca,H;Ca
composite_by_dominant/P/P_0510.png,P,Mg;P;Ti
composite_by_dominant/Ca/Ca_0494.png,Ca,Cr;Fe;Ca
composite_by_dominant/Ca/Ca_0495.png,Ca,Ca;P
composite_by_dominant/Al/Al_0521.png,Al,Fe;P;Al;C
composite_by_dominant/Li/Li_0523.png,Li,Li;H
composite_by_dominant/Al/Al_0522.png,Al,Fe;Al;V;Sc
composite_by_dominant/O/O_0538.png,O,Mg;O
composite_by_dominant/Fe/Fe_0500.png,Fe,Li;P;Fe
composite_by_dominant/S/S_0482.png,S,S;Ca;Al
composite_by_dominant/C/C_0512.png,C,Mg;C
composite_by_dominant/He/He_0502.png,He,C;He
composite_by_dominant/O/O_0539.png,O,Fe;V;O;Cr
composite_by_dominant/Ti/Ti_0503.png,Ti,Fe;Ti;N;Mn
composite_by_dominant/Al/Al_0523.png,Al,Ca;Al;V
composite_by_dominant/C/C_0513.png,C,Mg;Si;Ca;C
composite_by_dominant/P/P_0511.png,P,P;Sc
composite_by_dominant/Li/Li_0524.png,Li,Li;He;Si
composite_by_dominant/H/H_0495.png,H,Na;Li;H
composite_by_dominant/Ti/Ti_0504.png,Ti,Ca;Ti;Mn
composite_by_dominant/Si/Si_0519.png,Si,Li;Si
composite_by_dominant/P/P_0512.png,P,Li;P;Ti;Ca
composite_by_dominant/Al/Al_0524.png,Al,N;Al
composite_by_dominant/O/O_0540.png,O,Mg;C;O;He
composite_by_dominant/Li/Li_0525.png,Li,Fe;Li;S
composite_by_dominant/Al/Al_0525.png,Al,Al;Fe;O;H
composite_by_dominant/Na/Na_0483.png,Na,Sc;Na;Al;Cr
composite_by_dominant/S/S_0483.png,S,N;Fe;S
composite_by_dominant/Cr/Cr_0513.png,Cr,He;Cr
composite_by_dominant/Fe/Fe_0501.png,Fe,Si;P;Fe;Al
composite_by_dominant/O/O_0541.png,O,Al;O;P;Si
composite_by_dominant/Al/Al_0526.png,Al,Li;Mn;Al
composite_by_dominant/S/S_0484.png,S,Si;Al;S;H
composite_by_dominant/Na/Na_0484.png,Na,P;Li;Na;H
composite_by_dominant/Mg/Mg_0520.png,Mg,O;Si;Mg
composite_by_dominant/V/V_0493.png,V,Ca;V;Fe
composite_by_dominant/Si/Si_0520.png,Si,H;Ti;Sc;Si
composite_by_dominant/S/S_0485.png,S,Li;Mn;S
composite_by_dominant/He/He_0503.png,He,Sc;He;Li
composite_by_dominant/Mn/Mn_0516.png,Mn,Mn;C;Al
composite_by_dominant/Cr/Cr_0514.png,Cr,Na;O;Ca;Cr
composite_by_dominant/Li/Li_0526.png,Li,Li;V;Cr;H
composite_by_dominant/N/N_0512.png,N,N;P;Fe;He
composite_by_dominant/N/N_0513.png,N,V;N
composite_by_dominant/Li/Li_0527.png,Li,S;Li;P
composite_by_dominant/S/S_0486.png,S,H;S;V
composite_by_dominant/Sc/Sc_0529.png,Sc,C;Ca;Sc;P
composite_by_dominant/P/P_0513.png,P,Cr;Sc;P
composite_by_dominant/Mn/Mn_0517.png,Mn,Mn;Al;C
composite_by_dominant/Sc/Sc_0530.png,Sc,P;Sc
composite_by_dominant/Si/Si_0521.png,Si,Si;Mg;S
composite_by_dominant/He/He_0504.png,He,Cr;He
composite_by_dominant/Li/Li_0528.png,Li,N;Li;P
composite_by_dominant/Sc/Sc_0531.png,Sc,Sc;Ti;O;Li
composite_by_dominant/V/V_0494.png,V,C;S;V
composite_by_dominant/P/P_0514.png,P,He;P
composite_by_dominant/He/He_0505.png,He,He;V;O;P
composite_by_dominant/Ti/Ti_0505.png,Ti,Sc;Ti;Li;Si
composite_by_dominant/Si/Si_0522.png,Si,C;Si
composite_by_dominant/Na/Na_0485.png,Na,He;Sc;Na
composite_by_dominant/He/He_0506.png,He,He;Al
composite_by_dominant/H/H_0496.png,H,S;H
composite_by_dominant/He/He_0507.png,He,Mn;He
composite_by_dominant/Ca/Ca_0496.png,Ca,V;Al;Ca
composite_by_dominant/H/H_0497.png,H,Si;H
composite_by_dominant/Al/Al_0527.png,Al,Al;Ca;Ti;S
composite_by_dominant/Ca/Ca_0497.png,Ca,Mn;Ca
composite_by_dominant/Li/Li_0529.png,Li,P;Fe;Li
composite_by_dominant/S/S_0487.png,S,H;S
composite_by_dominant/H/H_0498.png,H,N;Al;H;C
composite_by_dominant/H/H_0499.png,H,V;H;Na
composite_by_dominant/He/He_0508.png,He,He;H;O
composite_by_dominant/N/N_0514.png,N,N;O;Sc;V
composite_by_dominant/N/N_0515.png,N,Al;N
composite_by_dominant/Na/Na_0486.png,Na,V;Na;C
composite_by_dominant/C/C_0514.png,C,C;Mg;O;Ca
composite_by_dominant/C/C_0515.png,C,N;Na;Li;C
composite_by_dominant/Sc/Sc_0532.png,Sc,Sc;P
composite_by_dominant/Al/Al_0528.png,Al,Al;He;Ti;H
composite_by_dominant/Li/Li_0530.png,Li,Na;O;Cr;Li
composite_by_dominant/C/C_0516.png,C,S;P;Mg;C
composite_by_dominant/Sc/Sc_0533.png,Sc,Sc;Fe;O
composite_by_dominant/Al/Al_0529.png,Al,Al;C;He
composite_by_dominant/Cr/Cr_0515.png,Cr,P;Cr;Ti;He
composite_by_dominant/Mg/Mg_0521.png,Mg,He;Mg
composite_by_dominant/Al/Al_0530.png,Al,Al;N;Fe
composite_by_dominant/P/P_0515.png,P,Ca;P;N;Si
composite_by_dominant/V/V_0495.png,V,V;Sc
composite_by_dominant/Al/Al_0531.png,Al,Al;He
composite_by_dominant/Si/Si_0523.png,Si,Al;Si;Ca;P
composite_by_dominant/He/He_0509.png,He,Ti;He
composite_by_dominant/Fe/Fe_0502.png,Fe,P;Cr;Fe
composite_by_dominant/Cr/Cr_0516.png,Cr,Al;Ti;Cr
composite_by_dominant/Fe/Fe_0503.png,Fe,Mn;C;Fe
composite_by_dominant/He/He_0510.png,He,Na;He;Ca;H
composite_by_dominant/P/P_0516.png,P,P;Li
composite_by_dominant/Cr/Cr_0517.png,Cr,Cr;Ca
composite_by_dominant/Cr/Cr_0518.png,Cr,C;Sc;Cr;Si
composite_by_dominant/Sc/Sc_0534.png,Sc,Sc;Si;Mn;H
composite_by_dominant/V/V_0496.png,V,P;V;Ca
composite_by_dominant/H/H_0500.png,H,Cr;H
composite_by_dominant/Cr/Cr_0519.png,Cr,Cr;Li
composite_by_dominant/Si/Si_0524.png,Si,Si;Fe
composite_by_dominant/Ca/Ca_0498.png,Ca,Mg;Ca;O
composite_by_dominant/S/S_0488.png,S,S;Cr
composite_by_dominant/N/N_0516.png,N,N;Al;P;Li
composite_by_dominant/Na/Na_0487.png,Na,Na;Cr;Ti;Mn
composite_by_dominant/Fe/Fe_0504.png,Fe,Cr;Fe;Mg
composite_by_dominant/N/N_0517.png,N,N;H;Na;O
composite_by_dominant/Li/Li_0531.png,Li,Al;Na;Li;He
composite_by_dominant/H/H_0501.png,H,Li;H;Al;V
composite_by_dominant/C/C_0517.png,C,V;Fe;C;O
composite_by_dominant/V/V_0497.png,V,V;Si;Mn;He
composite_by_dominant/Ti/Ti_0506.png,Ti,Fe;Ti
composite_by_dominant/Li/Li_0532.png,Li,Li;Ca;N;O
composite_by_dominant/Fe/Fe_0505.png,Fe,Mn;Li;Fe
composite_by_dominant/V/V_0498.png,V,V;Ca;C
composite_by_dominant/Mg/Mg_0522.png,Mg,Ti;Mg;Fe;N
composite_by_dominant/Ti/Ti_0507.png,Ti,Ti;Fe
composite_by_dominant/H/H_0502.png,H,N;H;Cr
composite_by_dominant/Na/Na_0488.png,Na,Na;Li
composite_by_dominant/Fe/Fe_0506.png,Fe,P;Fe;Na
composite_by_dominant/Al/Al_0532.png,Al,Mn;Al;Fe
composite_by_dominant/P/P_0517.png,P,Na;P;Li;Cr
composite_by_dominant/Sc/Sc_0535.png,Sc,H;Mn;Sc;N
composite_by_dominant/Ca/Ca_0499.png,Ca,Al;Ca;S;Si
composite_by_dominant/Li/Li_0533.png,Li,Mg;Li
composite_by_dominant/Fe/Fe_0507.png,Fe,H;Al;Fe;Si
composite_by_dominant/Mn/Mn_0518.png,Mn,C;Mn;Si
composite_by_dominant/Al/Al_0533.png,Al,H;Al;Mg
composite_by_dominant/Ca/Ca_0500.png,Ca,Ca;N;Mg
composite_by_dominant/V/V_0499.png,V,C;O;Ti;V
composite_by_dominant/Li/Li_0534.png,Li,N;Li;V
composite_by_dominant/Na/Na_0489.png,Na,V;S;Na
composite_by_dominant/Ti/Ti_0508.png,Ti,Ti;Al;V
composite_by_dominant/Cr/Cr_0520.png,Cr,Sc;Cr
composite_by_dominant/Li/Li_0535.png,Li,Li;Mn;Al
composite_by_dominant/He/He_0511.png,He,Mg;He
composite_by_dominant/Li/Li_0536.png,Li,Li;Mg;Ti
composite_by_dominant/Cr/Cr_0521.png,Cr,Cr;Li
composite_by_dominant/Si/Si_0525.png,Si,Si;H
composite_by_dominant/Fe/Fe_0508.png,Fe,Mn;Fe
composite_by_dominant/He/He_0512.png,He,He;Mg
composite_by_dominant/Cr/Cr_0522.png,Cr,Sc;Cr
composite_by_dominant/Si/Si_0526.png,Si,Si;Sc;V
composite_by_dominant/Al/Al_0534.png,Al,Mn;Cr;Al
composite_by_dominant/Ca/Ca_0501.png,Ca,Ca;Sc;Na
composite_by_dominant/Mn/Mn_0519.png,Mn,Cr;Mn
composite_by_dominant/P/P_0518.png,P,H;P
composite_by_dominant/Fe/Fe_0509.png,Fe,Fe;Ti
composite_by_dominant/Sc/Sc_0536.png,Sc,He;Sc
composite_by_dominant/Mn/Mn_0520.png,Mn,O;Cr;Mn
composite_by_dominant/Fe/Fe_0510.png,Fe,O;Cr;He;Fe
composite_by_dominant/Cr/Cr_0523.png,Cr,Mg;Cr;Fe
composite_by_dominant/Li/Li_0537.png,Li,Li;He
composite_by_dominant/Fe/Fe_0511.png,Fe,Na;Fe
composite_by_dominant/He/He_0513.png,He,He;P;Cr
composite_by_dominant/Ca/Ca_0502.png,Ca,Ca;S;Sc;H
composite_by_dominant/Cr/Cr_0524.png,Cr,O;Cr
composite_by_dominant/C/C_0518.png,C,C;Cr
composite_by_dominant/Li/Li_0538.png,Li,Sc;H;Li
composite_by_dominant/Li/Li_0539.png,Li,Li;He
composite_by_dominant/Ti/Ti_0509.png,Ti,N;Ti;Sc;Al
composite_by_dominant/Li/Li_0540.png,Li,Mg;Li;Mn
composite_by_dominant/O/O_0542.png,O,Ca;O
composite_by_dominant/Fe/Fe_0512.png,Fe,Li;N;Ti;Fe
composite_by_dominant/Si/Si_0527.png,Si,H;Si;Mn
composite_by_dominant/O/O_0543.png,O,O;Ti;He;H
composite_by_dominant/P/P_0519.png,P,Ca;P
composite_by_dominant/Fe/Fe_0513.png,Fe,Ca;Na;Fe;H
composite_by_dominant/Li/Li_0541.png,Li,Sc;Ti;Al;Li
composite_by_dominant/Fe/Fe_0514.png,Fe,P;Fe;V
composite_by_dominant/P/P_0520.png,P,Fe;Al;P;Cr
composite_by_dominant/Li/Li_0542.png,Li,He;Al;Li;C
composite_by_dominant/Cr/Cr_0525.png,Cr,Al;Si;V;Cr
composite_by_dominant/Na/Na_0490.png,Na,Na;Sc
composite_by_dominant/Li/Li_0543.png,Li,O;Li
composite_by_dominant/S/S_0489.png,S,H;Al;Sc;S
composite_by_dominant/Ca/Ca_0503.png,Ca,Ca;Li
composite_by_dominant/V/V_0500.png,V,Mg;V
composite_by_dominant/O/O_0544.png,O,O;C;H
composite_by_dominant/Cr/Cr_0526.png,Cr,N;Cr;He
composite_by_dominant/Al/Al_0535.png,Al,Al;Mn;Ca;V
composite_by_dominant/Mn/Mn_0521.png,Mn,Fe;Mn
composite_by_dominant/O/O_0545.png,O,Mg;O;P
composite_by_dominant/Fe/Fe_0515.png,Fe,Li;C;Fe
composite_by_dominant/Na/Na_0491.png,Na,Cr;N;O;Na
composite_by_dominant/Si/Si_0528.png,Si,Si;Fe
composite_by_dominant/Ca/Ca_0504.png,Ca,S;C;Ca;Cr
composite_by_dominant/P/P_0521.png,P,O;P;Ti
composite_by_dominant/C/C_0519.png,C,C;Ca
composite_by_dominant/Ti/Ti_0510.png,Ti,Ti;Ca
composite_by_dominant/Na/Na_0492.png,Na,Na;Ca;Si;Mg
composite_by_dominant/V/V_0501.png,V,He;V
composite_by_dominant/Si/Si_0529.png,Si,Si;V
composite_by_dominant/Cr/Cr_0527.png,Cr,Ti;Cr;Fe;Ca
composite_by_dominant/Cr/Cr_0528.png,Cr,Ti;H;Cr
composite_by_dominant/Ca/Ca_0505.png,Ca,Si;Al;Ca
composite_by_dominant/Ca/Ca_0506.png,Ca,Mn;Ca;He;Li
composite_by_dominant/O/O_0546.png,O,O;Cr
composite_by_dominant/V/V_0502.png,V,V;Mn
composite_by_dominant/V/V_0503.png,V,S;V
composite_by_dominant/Mn/Mn_0522.png,Mn,Fe;Sc;Mn
composite_by_dominant/V/V_0504.png,V,He;V
composite_by_dominant/N/N_0518.png,N,N;Al
composite_by_dominant/N/N_0519.png,N,N;Fe
composite_by_dominant/Mn/Mn_0523.png,Mn,Li;Mn;P;Si
composite_by_dominant/Cr/Cr_0529.png,Cr,Li;V;Cr
composite_by_dominant/H/H_0503.png,H,Fe;H
composite_by_dominant/Mg/Mg_0523.png,Mg,Sc;Mg
composite_by_dominant/Fe/Fe_0516.png,Fe,Cr;Fe;Si
composite_by_dominant/C/C_0520.png,C,Mg;C
composite_by_dominant/He/He_0514.png,He,He;C
composite_by_dominant/Fe/Fe_0517.png,Fe,Fe;Mn;N;O
composite_by_dominant/He/He_0515.png,He,S;He
composite_by_dominant/Cr/Cr_0530.png,Cr,Cr;C
composite_by_dominant/Mg/Mg_0524.png,Mg,V;Mg
composite_by_dominant/Cr/Cr_0531.png,Cr,Mn;N;Cr
composite_by_dominant/Fe/Fe_0518.png,Fe,Fe;Al
composite_by_dominant/Sc/Sc_0537.png,Sc,C;Sc
composite_by_dominant/Mn/Mn_0524.png,Mn,Cr;Mn;H
composite_by_dominant/He/He_0516.png,He,He;Ca;Sc
composite_by_dominant/Ti/Ti_0511.png,Ti,Ti;Mg;V;H
composite_by_dominant/O/O_0547.png,O,O;Sc;He;Ti
composite_by_dominant/S/S_0490.png,S,Fe;Cr;He;S
composite_by_dominant/Na/Na_0493.png,Na,Sc;He;V;Na
composite_by_dominant/Na/Na_0494.png,Na,Na;Ti
composite_by_dominant/V/V_0505.png,V,Ca;V;Ti
composite_by_dominant/Al/Al_0536.png,Al,Ti;C;N;Al
composite_by_dominant/Cr/Cr_0532.png,Cr,Fe;Cr;S;Al
composite_by_dominant/P/P_0522.png,P,C;Cr;P;Na
composite_by_dominant/N/N_0520.png,N,Na;Ti;N
composite_by_dominant/Mn/Mn_0525.png,Mn,Mn;S
composite_by_dominant/Na/Na_0495.png,Na,Na;V
composite_by_dominant/Cr/Cr_0533.png,Cr,Cr;N;Mn
composite_by_dominant/Ti/Ti_0512.png,Ti,Al;Ti;Cr;N
composite_by_dominant/Ti/Ti_0513.png,Ti,O;Ti;C;Al
composite_by_dominant/Cr/Cr_0534.png,Cr,Fe;Cr
composite_by_dominant/Cr/Cr_0535.png,Cr,V;Cr;Mg
composite_by_dominant/Ca/Ca_0507.png,Ca,Mn;V;Ca
composite_by_dominant/Fe/Fe_0519.png,Fe,Li;Fe
composite_by_dominant/Fe/Fe_0520.png,Fe,Ca;P;Fe
composite_by_dominant/Al/Al_0537.png,Al,Cr;Mn;Al;O
composite_by_dominant/Si/Si_0530.png,Si,He;Sc;Si
composite_by_dominant/Li/Li_0544.png,Li,N;C;S;Li
composite_by_dominant/O/O_0548.png,O,H;Mg;O;Li
composite_by_dominant/P/P_0523.png,P,P;Mg;V
composite_by_dominant/Mn/Mn_0526.png,Mn,V;Li;Na;Mn
composite_by_dominant/Li/Li_0545.png,Li,Sc;Cr;Li;N
composite_by_dominant/S/S_0491.png,S,S;Si
composite_by_dominant/Si/Si_0531.png,Si,O;Si;C
composite_by_dominant/Mg/Mg_0525.png,Mg,Li;Mg
composite_by_dominant/Li/Li_0546.png,Li,Li;P;Mn
composite_by_dominant/P/P_0524.png,P,Ti;O;P
composite_by_dominant/S/S_0492.png,S,S;P
composite_by_dominant/P/P_0525.png,P,P;Fe
composite_by_dominant/Cr/Cr_0536.png,Cr,Mn;Cr;O
composite_by_dominant/He/He_0517.png,He,He;V
composite_by_dominant/He/He_0518.png,He,He;Ti;Mn;Na
composite_by_dominant/Fe/Fe_0521.png,Fe,Fe;C
composite_by_dominant/N/N_0521.png,N,N;Al
composite_by_dominant/H/H_0504.png,H,C;H;Ti
composite_by_dominant/Na/Na_0496.png,Na,Ca;Na
composite_by_dominant/Ti/Ti_0514.png,Ti,Ti;P;Mn
composite_by_dominant/He/He_0519.png,He,Ti;S;He
composite_by_dominant/S/S_0493.png,S,S;Li;Sc;Ti
composite_by_dominant/P/P_0526.png,P,V;C;Cr;P
composite_by_dominant/He/He_0520.png,He,Li;Cr;He
composite_by_dominant/Fe/Fe_0522.png,Fe,Fe;He
composite_by_dominant/Cr/Cr_0537.png,Cr,Cr;H;O
composite_by_dominant/C/C_0521.png,C,Mn;N;H;C
composite_by_dominant/Li/Li_0547.png,Li,Na;Li
composite_by_dominant/He/He_0521.png,He,V;He;Ti;P
composite_by_dominant/Ti/Ti_0515.png,Ti,H;P;Cr;Ti
composite_by_dominant/S/S_0494.png,S,V;S
composite_by_dominant/Cr/Cr_0538.png,Cr,O;Cr;Fe
composite_by_dominant/Ti/Ti_0516.png,Ti,Ti;Na;Mg
composite_by_dominant/S/S_0495.png,S,S;Sc
composite_by_dominant/O/O_0549.png,O,O;Si;Li
composite_by_dominant/He/He_0522.png,He,He;S
composite_by_dominant/He/He_0523.png,He,Li;N;Sc;He
composite_by_dominant/S/S_0496.png,S,S;P;N
composite_by_dominant/P/P_0527.png,P,V;P;Li;O
composite_by_dominant/Si/Si_0532.png,Si,Sc;Al;Si
composite_by_dominant/Na/Na_0497.png,Na,Na;Al
composite_by_dominant/Fe/Fe_0523.png,Fe,Mn;Fe
composite_by_dominant/Al/Al_0538.png,Al,Sc;C;Al
composite_by_dominant/Ca/Ca_0508.png,Ca,Mg;N;Al;Ca
composite_by_dominant/V/V_0506.png,V,V;H;N;Na
composite_by_dominant/Fe/Fe_0524.png,Fe,Sc;Fe
composite_by_dominant/H/H_0505.png,H,Li;H
composite_by_dominant/Fe/Fe_0525.png,Fe,Ti;O;V;Fe
composite_by_dominant/S/S_0497.png,S,C;S;V
composite_by_dominant/Li/Li_0548.png,Li,Sc;Li
composite_by_dominant/Cr/Cr_0539.png,Cr,Cr;He
composite_by_dominant/Mn/Mn_0527.png,Mn,H;Mn;Ti
composite_by_dominant/Al/Al_0539.png,Al,Al;Fe
composite_by_dominant/Mg/Mg_0526.png,Mg,Mg;He
composite_by_dominant/Na/Na_0498.png,Na,Si;Na
composite_by_dominant/Na/Na_0499.png,Na,Ti;Na;Mg
composite_by_dominant/N/N_0522.png,N,N;Sc;V
composite_by_dominant/He/He_0524.png,He,Fe;He
composite_by_dominant/S/S_0498.png,S,S;Cr
composite_by_dominant/S/S_0499.png,S,Si;S;Sc;Li
composite_by_dominant/Sc/Sc_0538.png,Sc,Na;Sc;Ca
composite_by_dominant/Fe/Fe_0526.png,Fe,Fe;Mg
composite_by_dominant/Na/Na_0500.png,Na,Na;N;Ca
composite_by_dominant/Mg/Mg_0527.png,Mg,Mg;He
composite_by_dominant/O/O_0550.png,O,Mg;O;N;Sc
composite_by_dominant/Ca/Ca_0509.png,Ca,Ca;Na
composite_by_dominant/Na/Na_0501.png,Na,Na;Li;P;N
composite_by_dominant/He/He_0525.png,He,Al;He
composite_by_dominant/Li/Li_0549.png,Li,Li;Mn;Sc;He
composite_by_dominant/P/P_0528.png,P,P;Sc;C
composite_by_dominant/Ti/Ti_0517.png,Ti,Ti;Mn
composite_by_dominant/C/C_0522.png,C,C;H
composite_by_dominant/C/C_0523.png,C,C;Na;Al
composite_by_dominant/C/C_0524.png,C,Si;Fe;C;Al
composite_by_dominant/Ti/Ti_0518.png,Ti,N;Mg;Ti
composite_by_dominant/Sc/Sc_0539.png,Sc,Fe;Sc
composite_by_dominant/V/V_0507.png,V,Mn;Li;V;O
composite_by_dominant/N/N_0523.png,N,Ca;Si;P;N
composite_by_dominant/O/O_0551.png,O,Mn;Si;O;P
composite_by_dominant/Ti/Ti_0519.png,Ti,O;Mn;Ti
composite_by_dominant/Mg/Mg_0528.png,Mg,Mg;S;Cr;Al
composite_by_dominant/C/C_0525.png,C,N;C
composite_by_dominant/S/S_0500.png,S,C;Mg;Si;S
composite_by_dominant/P/P_0529.png,P,Si;P;V;Ca
composite_by_dominant/H/H_0506.png,H,H;Ca
composite_by_dominant/Si/Si_0533.png,Si,Mg;Si;Al
composite_by_dominant/Ti/Ti_0520.png,Ti,Ti;Al;Cr;H
composite_by_dominant/Ti/Ti_0521.png,Ti,P;Si;Ti
composite_by_dominant/C/C_0526.png,C,Mn;O;P;C
composite_by_dominant/Li/Li_0550.png,Li,Al;Li;He;Si
composite_by_dominant/Al/Al_0540.png,Al,Al;P
composite_by_dominant/Ti/Ti_0522.png,Ti,H;Si;Ti
composite_by_dominant/Fe/Fe_0527.png,Fe,Fe;O;V
composite_by_dominant/P/P_0530.png,P,Al;P;S
composite_by_dominant/Mn/Mn_0528.png,Mn,Mn;Cr
composite_by_dominant/Cr/Cr_0540.png,Cr,Cr;Na
composite_by_dominant/S/S_0501.png,S,C;Si;S
composite_by_dominant/H/H_0507.png,H,He;Li;Cr;H
composite_by_dominant/S/S_0502.png,S,S;He
composite_by_dominant/S/S_0503.png,S,Sc;S;V;Ca
composite_by_dominant/C/C_0527.png,C,Al;H;C
composite_by_dominant/Si/Si_0534.png,Si,Al;V;Si;N
composite_by_dominant/Ti/Ti_0523.png,Ti,N;Ti
composite_by_dominant/He/He_0526.png,He,Al;He
composite_by_dominant/N/N_0524.png,N,Mn;S;N
composite_by_dominant/Cr/Cr_0541.png,Cr,Li;P;H;Cr
composite_by_dominant/Mn/Mn_0529.png,Mn,Mn;O
composite_by_dominant/S/S_0504.png,S,S;Na;Sc;O
composite_by_dominant/Cr/Cr_0542.png,Cr,He;Mn;Cr;Si
composite_by_dominant/N/N_0525.png,N,Ca;N;Li;He
composite_by_dominant/Sc/Sc_0540.png,Sc,Ti;Sc
composite_by_dominant/Fe/Fe_0528.png,Fe,Cr;Fe
composite_by_dominant/Sc/Sc_0541.png,Sc,Sc;C;Mn;Mg
composite_by_dominant/O/O_0552.png,O,Ca;O;Sc;P
composite_by_dominant/Fe/Fe_0529.png,Fe,Na;Sc;Cr;Fe
composite_by_dominant/S/S_0505.png,S,S;Al;He;Sc
composite_by_dominant/Ti/Ti_0524.png,Ti,N;Fe;Ti
composite_by_dominant/Mg/Mg_0529.png,Mg,Mn;Al;Mg;V
composite_by_dominant/Fe/Fe_0530.png,Fe,H;Ca;Fe
composite_by_dominant/S/S_0506.png,S,S;V
composite_by_dominant/Cr/Cr_0543.png,Cr,O;Cr;He
composite_by_dominant/Ti/Ti_0525.png,Ti,Sc;Al;N;Ti
composite_by_dominant/Mg/Mg_0530.png,Mg,Fe;Mg;Sc
composite_by_dominant/Li/Li_0551.png,Li,Si;Na;Li
composite_by_dominant/Fe/Fe_0531.png,Fe,Li;Fe
composite_by_dominant/H/H_0508.png,H,H;C;Si
composite_by_dominant/Sc/Sc_0542.png,Sc,V;P;N;Sc
composite_by_dominant/He/He_0527.png,He,Mg;He
composite_by_dominant/V/V_0508.png,V,V;Cr;Na;Mn
composite_by_dominant/V/V_0509.png,V,V;Mn;H;Si
composite_by_dominant/Ti/Ti_0526.png,Ti,Ti;Sc
composite_by_dominant/N/N_0526.png,N,Li;Cr;N;P
composite_by_dominant/Cr/Cr_0544.png,Cr,Mn;S;Cr
composite_by_dominant/S/S_0507.png,S,S;C;Mg;Sc
composite_by_dominant/P/P_0531.png,P,P;Li
composite_by_dominant/O/O_0553.png,O,O;Na
composite_by_dominant/C/C_0528.png,C,V;C
